"Type","land Mark","Bathroom","categoryName","price","Bedroom","Floor","Kitchen","Living Room","name","location/locationDescription","location/locationLatitude","location/locationLongitude"
"LandIndividual",,,"For Sale - Land","4700000",,,,,"Salkha, Land on sale","Salkha Tole, Center Road, Shankharapur-7, Kathmandu","27.730249404907227","85.4645004272461"
"Bunglow",,"3","For Rent - House","200000","6","3","2","2","Furnished Bunglow House On Rent at Ganesh Chowk","Location","27.717199325561523","85.3239974975586"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","185000","2","Upper Ground Floor",,"1","JHAMSIKHEL – 2BHK FULLY FURNISHED RENT ","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"LandIndividual",,,"For Sale - Land","7000000",,,,,"Baluwatar,Land on sale","Baluwatar Cricket Club, Kathmandu-2, Kathmandu","27.721439361572266","85.32778930664062"
"Bunglow",,"2","For Rent - House","350000","4","2.5","1","1","BUDANILKANTHA – 4BHK FURNISHED BUNGALOW FOR RENT","Budanilkantha, Budhanilakantha-1, Kathmandu","27.778169631958008","85.36434173583984"
"House - Individual",,"3","For Rent - House","99000","5","3","1","2","House For Rent at Bhangal, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","55000","3","Ground",,"1","GRANDE TOWER – 3BHK UNFURNISHED APARTMENT RENT ","Grande Towers, Tokha-3, Kathmandu","27.754486083984375","85.32626342773438"
"HouseIndividual",,"1","For Rent - Flat & Apartment","35000","3","1",,"1","3 BHK Flat for rent at Bagdol lalitpur ","Bagdol, Lalitpur-4, Lalitpur","27.669660568237305","85.30352020263672"
"HouseIndividual",,"3","For Sale - House","30000000","4","2.5","2","2","House on Sale at Bafal","Bafal, Kathmandu-13, Kathmandu","27.70359992980957","85.30127716064453"
"House - Individual",,"2","For Rent - House","150000","5","1","1","2","Full Furnished House On Rent at Rudreshwor","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","28000000","6","3","2","2","Brand New Semi Bunglow House On Sale at Tokha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","35000","2","1",,"1","Furnished flat for rent at Kusunti lalitpur ","Kusunti, Shovahiti Road, Lalitpur-14, Lalitpur","27.65553092956543","85.31620788574219"
"Bunglow",,"5","For Rent - House","230000","5","3","1","1","House on rent at jhamsikhel","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","26500000","7","3","2","2","New House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"0","For Rent - House","10000","1","2","1","0","kitchen slab big room rent on santinagar","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","49900000","7","4","2","2","Brand New Semi Bunglow House On Sale at Samakhusi","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","50000","2","1",,"1","Furnished flat for rent at Jawalakhel lalitpur ","Jawalakhel Boys' Hostel, Lalitpur-4, Lalitpur","27.675249099731445","85.30680084228516"
"House - Individual",,"1","For Rent - House","6000","1","2","0","0","room rent on kalanki","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Sale - House","17500000","2","1","1","1","House For Sale at Tokha, MeghaCity Height","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Rent - House","120000","5","2.5","1","1","BHAISIPATI AWAS – 5BHK SEMI-FURNISHED HOUSE RENT","Bhaisipati, Lalitpur-25, Lalitpur","27.652578353881836","85.30496215820312"
"House - Individual",,"1","For Rent - House","7000","1","2","0","0","room rent on koteshwor baneshwor","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Sale - House","26500000","7","3","3","3","Brand New Semi Bunglow House On Sale at Tokha","Location","-2.5444437748716082e-14","2.842170943040401e-14"
"Bunglow",,"3","For Rent - House","350000","5","2.5","1","1","BHAISIPATI – 5BHK SEMI-FURNISHED BUNGALOW RENT","Bhaisipati, Lalitpur-25, Lalitpur","27.652578353881836","85.30496215820312"
"HouseIndividual",,"1","For Rent - Flat & Apartment","27000","2","2",,"1","2bhk flat in mandikhatar","Mandikhatar Hight","0","0"
"House - Individual",,"1","For Rent - House","7000","1","2","0","0","room rent on koteshwor baneshwor","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"5","For Rent - House","250000","5","3","1","1","House on rent at bakhundol","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Rent - House","150000","3","2","1","1","Furnished modern bungalow for rent at Dhobighat La","Dhobighat, Lalitpur-3, Lalitpur","27.678190231323242","85.30181884765625"
"Land - Commercial Use",,,"For Sale - Land","4800000",,,,,"जग्गा बिक्रिमा at tikathali, lalitpur","Location","27.655691146850586","85.35730743408203"
"HouseIndividual",,"4","For Rent - House","130000","5","2","1","1","Modern house for rent at Bagdol lalitpur ","Bhaisepati Heights | Cg Properties, Lalitpur-25, Lalitpur","27.6588191986084","85.30558013916016"
"Land - Commercial Use",,,"For Sale - Land","6800000",,,,,"जग्गा बिक्रिमा at balkumari ,chyasal lalitpur","Location","27.67546844482422","85.33564758300781"
"House - Individual",,"1","For Rent - House","8000","1","2","0","0","big room rent on santinagar baneshor","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","40000","2","1",,"1","Fully Furnished Apartment for rent at Bhaisepati l","Bhaisepati Police Station, Lalitpur-25, Lalitpur","0","0"
"House - Individual",,"1","For Rent - House","6000","1","2","0","0","room rent on santinagar","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"4","For Sale - House","50000000","4","2.5","1","1","BHAISIPATI – 4BHK BUNGALOW RENT/SALE ","Bhaisipati, Lalitpur-25, Lalitpur","27.652578353881836","85.30496215820312"
"House - Individual",,"1","For Rent - House","5000","1","2","0","0","room rent on santinagar","Location","27.717199325561523","85.3239974975586"
"Land - Plotted",,,"For Rent - Land","11",,,,,"Lalitpur jagga","Location","27.717199325561523","85.3239974975586"
"GodownTahara",,,"For Rent - Office Space","250000",,"Ground & 1st",,,"BAGDOLE – 6000 SQ FT GODOWN ON RENT ","Bagdole-4, Home No.195, Lalitpur-4, Lalitpur","27.66950035095215","85.30364990234375"
"House - Individual",,"5","For Rent - House","200000","5","3","1","1","House on rent at jhamsikhel","शान्त भवन मार्ग, Jhamsikhel, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur","27.679555892944336","85.3079833984375"
"House - Individual",,"4","For Rent - House","250000","5","3","1","1","House on rent at kupondol","Sarvanga Hospital, Kupandole Height Marga, Bakhundol, Lalitpur, Lalitpur Metropolitan City, Lalitpur","27.68608283996582","85.31625366210938"
"Others",,"1","For Rent - Office Space","40000","4","1",,"1","Looking for Office Space","Nobel Academy,new Baneshwor, Saraswati Marg, Kathmandu-10, Kathmandu","0","0"
"HouseIndividual",,"1","For Rent - Flat & Apartment","45000","2","1",,"1","Furnished flat for rent at Harisiddhi lalitpur ","Harisiddhi Hp, Lalitpur-15, Lalitpur","27.666500091552734","85.32360076904297"
"LandIndividual",,,"For Sale - Land","3000000",,,,,"Land near Qatar Emabassy, Bhaisepati on sale","Bungamati,  Lalitpur-22, Lalitpur,  Bagmati Pradesh","27.627992630004883","85.3065185546875"
"House - Individual",,"4","For Rent - House","115000","3","2","1","2","3 bhk house for rent bhaisepati awos lalitapur","Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur","27.652021408081055","85.30390930175781"
"Land - Agricultural",,,"For Sale - Land","2200000",,,,,"Land Sell In  Suklagandaki Dulegauda Gachepani","Prithvi Highway, Haledi, Dulegauda, Kotre, Shuklagandaki, Tanahun","0","0"
"House - Individual",,"2","For Rent - Flat & Apartment","34000","3","1",,"1","3bhk flat rent at bagdol","Location","27.66716194152832","85.30608367919922"
"House - Individual",,"1","For Rent - Flat & Apartment","34000","3","1",,"1","3bhk flat rent at bagdol","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","18000","2","0",,"1","flat rent at nakhu","Location","27.65814781188965","85.29894256591797"
"HouseIndividual",,"1","For Rent - Flat & Apartment","24000","2","First",,"0","2BKD Flat Rent in Dhapasi, Tokha, Kathmandu","Dhapasi, Tokha-6, Kathmandu","27.74968719482422","85.33171081542969"
"HouseIndividual",,"1","For Rent - Flat & Apartment","18000","2","1",,"1","Flat for Rent - Rs 18,000","Bensigaun,  Gokarneshwor-6, Kathmandu,  Bagmati Pradesh","27.723411560058594","85.37454223632812"
"HouseIndividual",,"1","For Rent - Flat & Apartment","7000","1","3",,"1","Top-Floor Room for rent - Rs 7,000/m","Bensigaun,  Gokarneshwor-6, Kathmandu,  Bagmati Pradesh","0","0"
"HouseIndividual",,"1","For Rent - Flat & Apartment","30500","2","2",,"1","2bhk rent koteshwor 9815187515","Koteshwor, Kathmandu-32, Kathmandu","27.679859161376953","85.33708953857422"
"HouseSemiCommercial",,"1","For Rent - Flat & Apartment","30000","1","5.5",,"1","RENT AVAILABLE ON MHAPI,SAMAKHUSI ","Mhepi Jana Marg, Kathmandu, Kathmandu","27.724700927734375","85.31205749511719"
"Hostel",,,"Business & Shop For Sale","1599000",,,,,"45 Capacity Girls Hostel For Sale At Tinkune Ktm","Neupane Tower, Shri Ganesh Marg, Mahadevasthan, Subidhanagar, Kathmandu Metropolitan City, Kathmandu","27.68573570251465","85.34444427490234"
"Hostel",,,"Business & Shop For Sale","1399000",,,,,"Girls Hostel For Sale At Tinkune Kathamandu","Om Shanti Chok, Kathmandu Metropolitan City, Kathmandu","27.692493438720703","85.35043334960938"
"Office",,,"Business & Shop For Sale","45000",,,,,"Flat Available At Thamel","Sunrise Adventure Trek & Expedition P. Ltd, Paknajol, Kathmandu-16, Kathmandu","0","0"
"HouseIndividual",,"2","For Rent - Office Space","64999","3","1","1","1","Furnished office Flat rent at Gyaneshor Kathmandu ","Gyaneshwor Petrol Pump, Pashupati Sadak, Kathmandu-30, Kathmandu","27.708980560302734","85.32994842529297"
"HouseInColony",,"3","For Rent - House","80000","4","2.5","1","2","House for Rent in Nakhu, Lalitpur (Harmony Colony)","Nakhu Dobato, Lalitpur-4, Lalitpur","0","0"
"HouseIndividual",,"1","For Rent - Flat & Apartment","10500","1","3.5",,"1","Two Rooms for Rent at Kalanki","Ganga Secondary School, Kathmandu-14, Kathmandu","27.697038650512695","85.27938079833984"
"Shop - Only - Decorated",,,"Business & Shop For Sale","450000",,,,,"cute customized shop for sale","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"5","For Sale - House","110000000","5","2","1","2","Royal Bungalow For Sale | 📍Pasikot-Budhanilkantha"," Pasikot (Budhanilkantha), Kathmandu ","27.76689910888672","85.3478012084961"
"Bunglow",,"5","For Sale - House","90000000","4","3","1","2","Bungalow For Sale | Pasikot-Budhanilkantha,Ktm"," Pasikot (Budhanilkantha), Kathmandu ","27.76689910888672","85.3478012084961"
"Bunglow",,"4","For Sale - House","49000000","5","3","1","2","House For Sale | 📍Hepali-Height,Kathmandu"," Hepali Height (Budhanilkantha), Kathmandu ","27.75349998474121","85.34030151367188"
"LandIndividual",,,"For Sale - Land","2800000",,,,,"DAMAK land on SALE ( NEGOTIABLE )","Ward No 10 Ward Office Damak (Old), Damak-10, Jhapa","0","0"
"House - Individual",,"5","For Sale - House","65000000","5","3","2","2","House For Sale | 📍Baneshwor,Kathmandu"," Mid Baneshwor, Kathmandu ","27.691499710083008","85.34200286865234"
"Apartment Building",,"2","For Sale - Apartment","15000000","2","1","1","1","2BHK Apartment For Sale |📍Bafal,Kathmandu"," Bafal, Kathmandu ","27.707599639892578","85.28250122070312"
"Bunglow",,"5","For Sale - House","125000000","4","3","1","2","Bungalow For Sale | 📍Budhanilkantha,Kathmandu"," Budhanilkantha Area, Kathmandu ","0","0"
"House - Individual",,"1","For Rent - Flat & Apartment","37000","1","0",,"1","ATTRACTIVE FULLY FURNISHED 1BHK FLAT AT LAZIMPAT","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","20000","2","2",,"1","Flat for rent ; Kalanki (Lri)","Shandar Momo Kalanki(lri Mode), F105, Kalanki, Nagarjun-10, Kathmandu","27.731868743896484","85.31787109375"
"Land - Individual",,,"For Sale - Land","2000000",,,,,"Land On Sell","Chhaling, चाँगुनारायण, चाँगुनारायण नगरपालिका, भक्तपुर","27.699161529541016","85.45906829833984"
"House - Individual",,"1","For Rent - Flat & Apartment","12000","1","1",,"1","Rent","Balkumari-Balkot road, Imadol, Phaudegau, Mahalaxmi Municipality, Lalitpur","27.6674861907959","85.35035705566406"
"House - Individual",,"5","For Rent - House","150000","5","3","1","2","Bungalow For Rent | 📍Bansbari,Kathmandu"," Bansbari Area, Kathmandu ","27.742799758911133","85.34329986572266"
"CommercialBuilding",,"15 to 20","For Rent - House","1111111","Minium 15,20 room","Any","1","1","Need hotel or resort at rent ","Kathmandu Homestay And Apartment, Kathmandu-20, Kathmandu","27.702890396118164","85.30597686767578"
"House - Individual",,"3","For Rent - House","168000","7","3","1","2","House For Rent | 📍Baluwatar,Kathmandu"," Baluwatar Area, Kathmandu ","27.725500106811523","85.32980346679688"
"LandIndividual",,,"For Sale - Land","7500000",,,,,"Land Sale In Thankot Kharibot","Chandragiri-2, Kathmandu,  Bagmati Pradesh","27.698240280151367","85.20463562011719"
"HouseIndividual",,"1","For Rent - Flat & Apartment","30000","2","Third",,"1","2BHK Flat Rent in Bansbari, Kathmandu","Bansbari Kathamandu, Kathmandu-3, Kathmandu","27.744150161743164","85.3392333984375"
"House - Individual",,"2","For Rent - Flat & Apartment","35000","2","1111111",,"1","2BHK Flat On Rent In Baneshwor,Anamnagar,Maitidevi","Pushpa Nagar, Baneshwar, Kathmandu Metropolitan City, Kathmandu","0","0"
"HouseIndividual",,"1","For Rent - Flat & Apartment","27000","2","2",,"2","2bhk flat in mandikhatar","Mandikhatar Hight","27.737998962402344","85.34815216064453"
"LandIndividual",,,"For Sale - Land","4800000",,,,,"Land For Sale At Bhangal Height...","Bhangal Kalika Park, Budhanilakantha-8, Kathmandu","27.759540557861328","85.35917663574219"
"House - Individual",,"2","For Rent - Flat & Apartment","35000","2","1111111111111111",,"1","2BHK Flat Baneshwor , Anamnagar,Maitidevi","Pushpa Nagar, Baneshwar, Kathmandu Metropolitan City, Kathmandu","0","0"
"LandCommercialUse",,,"For Sale - Land","9000000",,,,,"सिनामंगल एयरपोट रिङ्गरोड नजिकै ४ आना जग्गा बिक्री","Sinamangal, Kathmandu-31, Kathmandu","27.693889617919922","85.3443374633789"
"House - Individual",,"4","For Rent - Flat & Apartment","145000","4","3",,"3","Basbari. House for. Rent.","Location","27.7139949798584","85.32551574707031"
"CommercialBuilding",,"5","For Rent - House","220000","16","4.5","5","5","Commercial Building for Rent in Koteshwor – ","Koteshwor, Kathmandu-32, Kathmandu","27.679859161376953","85.33708953857422"
"HouseIndividual",,"1","For Rent - Flat & Apartment","35000","2","Top",,"0","2BK Furnished Top Floor Flat Rent in Imadol, LTP","Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur","27.665559768676758","85.33592224121094"
"House - Individual",,"4","For Rent - House","275000","7","3","1","1","House on rent at kamalapokhari, Man area KTM.","Location","27.717199325561523","85.3239974975586"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","130000","2","7",,"1","1-2 bhk service apartments ","Sanepa Store, Lalitpur-2, Lalitpur","27.68851089477539","85.30493927001953"
"Land - Individual",,,"For Sale - Land","3500000",,,,,"land sale on biratnagar","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","40000","3","1",,"1","Baluwatar.  3 bhk. flat. Rent","Location","27.714599609375","85.32599639892578"
"HouseIndividual",,"1","For Rent - Flat & Apartment","20000","2","Ground",,"1","2bhk  flat rent on karybinayak , chapali ","Budhanilakantha-8, Kathmandu,  Bagmati Pradesh","27.763700485229492","85.36412048339844"
"House - Individual",,"4","For Rent - House","145000","4","3","1","1","House on rent at Bansbari, bansbari area KTM.","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","6000","1","ground",,"1","single room rs 6000 at basundhara chauki.","बसुन्धरा चौकी,  Kathmandu-3, Kathmandu,  Bagmati Pradesh","27.73769187927246","85.32527923583984"
"House - Individual",,"3","For Rent - Flat & Apartment","168000","7","2",,"1","Baluwatar. house. Rent.","Location","27.714948654174805","85.32551574707031"
"House - Individual",,"3","For Rent - Flat & Apartment","168000","7","2",,"1","Baluwatar. house. Rent.","Location","27.714948654174805","85.32551574707031"
